price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_above,yr_built
302495,3,3,2200,7201,2,3,8,2200,1994
532500,3,2,1620,3360,1,5,7,980,1927
441500,3,3,2420,9592,2,3,8,1780,1993
470000,4,3,2680,8062,1,4,7,1530,1967
2300000,4,3,4250,8570,2,3,9,4250,2004
590000,3,3,2400,99752,1,3,9,2400,1996
320000,3,2,2300,12000,1,3,8,1770,1942
363000,2,2,920,1201,2,3,8,800,2009
747500,4,2,2350,18600,2,4,9,2350,1977
750000,2,3,2630,7957,2,3,8,2630,2003
831000,4,3,2170,4000,2,4,9,1610,1982
403000,3,3,1700,4125,2,3,7,1700,2004
445000,3,3,2470,4565,2,3,7,2470,2005
345000,3,1,1250,17380,1,4,7,1250,1970
2260000,3,4,3110,14872,1,3,10,3110,2003
371025,3,2,1530,8925,1,3,7,1530,1977
355000,2,1,960,6250,1,3,6,960,1916
270000,3,1,1240,14110,1,4,7,1240,1972
425000,4,3,2440,15349,2,4,7,2440,1957
364808,3,2,2320,7875,1,3,8,1620,1967
320000,3,2,1580,6561,1,3,8,1200,1981
325000,4,3,2963,5797,2,3,9,2963,2006
350000,3,2,2470,10290,2,3,8,2230,1984
170000,3,2,1370,10176,1,3,6,1370,1947
255000,2,1,960,28717,1,4,6,960,1984
550000,3,1,1130,7500,1,3,7,880,1947
835000,4,4,4930,25714,2,3,12,4930,2005
420000,3,1,1150,5120,1,4,6,800,1946
925000,4,3,2190,7350,3,5,8,2190,1958
389250,2,2,1490,4080,1,3,7,930,1956
748000,3,3,2600,10183,1,3,8,1300,2004
284000,3,2,1530,9600,1,3,7,1200,1988
588000,4,2,1680,5000,1,3,7,980,1950
372500,3,2,1680,8648,1,4,7,1680,1963
285000,4,3,1900,7194,2,4,7,1900,1988
360000,3,1,1570,9467,1,3,7,1570,1954
275000,3,1,1370,17859,1,4,7,1150,1930
428000,2,2,1350,4225,1,3,8,1350,2003
847000,6,3,3010,17864,2,3,8,3010,1969
316000,3,1,1010,7838,1,4,6,1010,1977
375000,3,3,2050,7205,2,3,8,2050,2000
533000,3,1,1670,4080,1,3,7,1170,1967
556000,5,3,3840,16905,2,3,11,3840,1991
225000,4,2,2220,14120,1,3,7,1200,1966
537250,4,3,2590,9530,1,4,8,1640,1978
255000,3,1,1180,13650,1,4,7,1180,1967
530000,4,3,2950,4836,2,3,7,2950,2006
5300000,6,6,7390,24829,2,4,12,5000,1991
595000,3,3,2150,31238,2,3,9,2150,1996
548000,4,2,2100,8880,1,4,7,2100,1958
234975,3,2,1650,8073,1,3,7,1100,1980
600000,3,2,1620,1325,3,3,9,1430,2005
432000,4,1,1750,12528,1,4,7,1750,1967
455000,3,2,1380,6657,2,3,7,1380,1986
279950,3,2,1510,11234,1,3,7,1210,1965
267500,3,2,1600,9072,1,4,7,1600,1963
620000,4,3,1840,220308,2,3,8,1840,2000
110000,2,1,830,7590,1,2,6,830,1943
625000,3,4,1810,1846,2,4,8,1440,2009
389000,2,1,910,7000,1,3,7,910,1952
1200000,4,2,2120,3360,2,3,9,2120,1905
788500,4,2,2510,133729,2,4,8,2510,1977
567000,5,2,2100,6936,1,3,8,1600,1974
515000,2,2,2690,15000,1,3,8,1870,1987
605000,4,3,2430,11870,1,5,8,1590,1968
430000,4,4,2452,4800,2,3,7,2452,1936
805000,2,2,1550,6000,1,3,7,1550,1920
567500,3,3,2080,4556,2,3,8,2080,1999
647500,3,2,1290,3870,1,5,7,1290,1916
495000,2,2,1850,2530,3,4,7,1850,1903
825000,4,3,3370,5000,2,3,9,3370,2006
435000,4,2,2730,7506,2,4,8,2730,1987
445950,3,2,1300,7800,1,5,7,1300,1968
960000,5,3,3040,10257,2,3,10,3040,1993
780000,4,3,2440,3600,2,5,8,1480,1929
274500,3,2,1720,9000,1,4,8,1320,1969
729953,5,3,3230,5167,2,4,8,2000,1909
464950,3,2,1200,890,2,3,8,1030,2008
620000,4,2,2350,18800,1,3,8,2350,1959
735000,4,4,3100,5600,2,3,9,3100,2005
450000,4,2,2040,9565,1,3,8,1400,1959
450000,4,1,2000,4676,2,3,7,1250,1916
842500,4,3,2160,5298,3,4,9,2160,1902
360000,3,2,1970,79714,1,3,7,1070,1979
585000,3,3,2270,100545,2,3,8,2270,1998
461000,3,2,1850,7923,1,4,7,1150,1977
345000,2,1,1350,4494,1,3,7,920,1949
1075000,3,3,3280,10302,1,3,10,1680,1970
643000,4,3,2270,8391,2,3,8,2270,1988
690000,4,3,2820,8307,2,3,9,2820,1990
282000,4,1,1200,11111,2,3,7,1200,1949
549000,3,2,2000,6130,1,4,8,1120,1951
815000,3,2,2310,6000,2,4,9,1560,1926
2200000,5,4,4640,22703,2,5,8,2860,1952
700000,3,2,2330,11424,2,4,8,2330,1984
933399,3,3,3940,10360,2,3,9,3110,1992
290000,3,1,1440,11250,1,3,7,1440,1967
372000,4,2,1960,9300,1,5,7,1340,1979
450000,2,2,1250,2890,1,4,7,790,1920
303700,3,3,1981,5700,2,3,8,1981,2010
672000,4,3,2440,10049,2,4,9,2440,1989
334000,4,2,1150,9360,2,3,6,1150,1970
260000,2,1,1120,5650,1,3,6,1120,1944
749950,3,2,1800,5700,1,4,8,1000,1941
330000,4,2,2380,122038,2,4,8,2380,1984
830000,5,3,2920,2808,2,3,8,2140,1960
1131000,3,2,2790,13791,1,3,8,2790,2006
320000,3,1,1560,7552,1,4,6,910,1948
260000,2,1,1550,15250,2,5,7,1550,1920
225000,3,2,1700,11475,1,5,6,970,1945
279200,1,1,640,6350,1,3,5,640,1939
520000,4,4,2680,10000,2,3,8,2040,1942
505000,3,3,1860,8060,2,4,8,1860,1987
234000,3,2,1490,8366,1,4,7,1010,1975
503000,4,3,2470,5044,2,3,9,2470,2005
606000,4,2,2390,8858,1,4,8,1740,1979
433500,3,1,1230,6000,1,4,7,780,1937
250000,3,2,2840,10182,1,3,8,1510,1951
719000,3,3,2120,9307,2,4,9,2120,1984
381000,3,2,1770,14400,1,4,8,1770,1959
267000,3,3,2495,4400,2,3,8,2495,2007
275000,1,1,1170,14149,1,5,7,880,1962
651000,4,3,2740,7140,2,3,8,2740,1993
439000,2,1,1050,5671,1,3,7,850,1949
325000,2,1,1130,5070,1,4,7,1130,1955
490000,2,1,880,6380,1,3,7,880,1938
519900,4,3,2403,6172,2,3,9,2403,1999
545000,4,3,3410,35040,2,3,9,3410,1984
1062500,4,4,5320,20041,2,3,11,5320,2003
542000,4,2,1900,8250,1,4,7,950,1955
465000,4,2,1810,21650,2,4,7,1810,1961
408000,2,2,1200,3900,1,3,8,1200,2006
292000,4,3,2060,5950,2,3,8,2060,2000
253000,3,2,1250,10122,1,3,7,1250,1994
280000,2,1,910,4662,1,5,6,910,1942
658588,3,2,2560,41346,2,3,10,2560,1986
635000,4,2,1920,8910,1,4,8,1200,1969
439000,4,2,2240,8300,2,3,8,2240,1978
300000,3,3,1260,3855,2,3,8,1260,1999
345000,3,2,1360,13496,1,4,8,1360,1960
283500,4,2,2100,8050,2,3,8,2100,1978
425000,2,1,2110,4920,2,3,7,1460,1911
685000,3,2,2210,8955,1,3,8,1560,1974
750000,3,3,2360,12987,2,3,8,2360,1983
245000,4,2,1280,8000,1,3,6,1280,1960
585444,6,4,2740,6924,1,3,7,1640,1962
706000,4,3,2740,7571,2,3,9,2740,2009
445000,4,2,2630,9099,2,3,7,1830,1944
241000,3,2,1650,6000,1,3,7,1650,1990
1175000,2,3,1770,7155,2,3,8,1770,1957
530000,3,1,1500,5750,2,4,7,1050,1927
350000,3,2,1430,12199,1,3,7,1130,1948
1700000,4,4,3190,17186,2,3,10,3190,1999
389000,3,1,1280,9630,1,3,7,1280,1968
799000,4,3,2390,6820,2,4,7,2140,1945
1400000,4,3,4040,9630,1,4,9,2020,1951
340895,2,1,920,8612,1,5,7,920,1947
780000,4,3,2730,10281,2,3,9,2730,1996
350000,2,2,1320,73600,1,3,7,1320,1993
470000,3,3,2620,4874,2,3,7,2620,1999
914600,4,3,3180,80837,2,3,11,3180,1985
354000,4,3,2900,4762,2,3,8,2900,2005
470000,5,2,1900,6000,2,4,6,1900,1920
715000,3,2,1760,5400,1,5,7,1160,1927
265000,2,1,760,4000,1,4,6,760,1950
2537000,4,3,3710,20000,2,5,10,2760,1936
640000,3,1,1530,4944,1,3,7,1530,1950
290000,4,2,1990,18900,2,4,7,1870,1929
480000,5,5,3830,35000,1,3,8,2130,1976
535000,3,2,2040,5600,1,5,7,1120,1954
907000,3,2,2170,12220,1,5,8,2170,1965
459000,3,2,1620,7330,1,4,7,1090,1974
1355000,3,3,3600,21399,1,3,9,2310,1950
264950,3,2,1470,11599,1,3,7,1070,1967
352950,3,1,1760,3000,2,1,6,1760,1900
491500,3,2,2230,13100,1,4,8,1510,1974
1229000,4,4,3770,37034,2,3,10,2830,1989
369500,3,1,1200,9194,1,4,7,1200,1952
566000,3,3,2090,6294,2,3,9,2090,2004
290000,3,2,1500,7308,1,4,7,1210,1968
5350000,5,5,8000,23985,2,3,12,6720,2009
180000,3,1,870,5330,1,3,6,870,1969
215000,2,1,1010,6000,1,4,6,1010,1944
302000,2,1,1010,6000,1,4,6,1010,1944
352500,3,2,1860,7881,1,3,7,1160,1986
235867,4,2,1330,5926,1,4,5,1330,1942
500000,3,2,1760,11946,2,3,8,1760,1978
382000,3,2,1800,4500,2,3,7,1800,1995
515000,5,3,1690,2402,2,3,7,990,1930
250000,1,1,660,2600,1,3,6,660,1919
672500,3,2,2400,5300,2,4,7,1250,1939
755000,3,2,3020,13031,2,3,9,3020,1989
707500,3,1,1500,2555,2,3,7,1500,1910
459000,4,2,1560,3840,1,4,6,960,1924
140000,3,1,1090,10620,2,3,7,1090,1959
495000,2,1,970,4284,1,3,7,970,1905
757000,3,3,3190,5283,2,3,9,3190,2007
765000,3,3,3190,5283,2,3,9,3190,2007
359000,4,2,1890,6052,1,4,7,1890,1955
440000,3,1,1050,7500,1,3,6,1050,1900
400000,4,2,1390,7200,1,3,7,1140,1965
652000,3,2,1700,4080,1,4,7,850,1941
260000,3,2,1050,5850,1,3,7,1050,1980
1328000,5,3,3340,10796,1,3,9,2120,1964
519500,4,2,1540,17859,1,3,6,1540,1964
650000,3,1,1710,5992,2,4,7,1560,1928
280000,4,2,2100,8075,2,3,8,2100,1978
515000,4,2,1730,7980,1,4,8,1730,1965
400000,3,2,1500,2692,2,3,7,1500,1986
652100,3,3,2380,5017,2,3,9,2380,2003
235000,6,3,2180,7956,2,3,7,2180,1980
701000,4,2,1840,10080,2,3,8,1840,1907
640000,4,3,2341,9594,2,3,9,2341,1997
455800,3,3,1690,4584,2,3,7,1690,2002
504750,3,3,2490,21937,2,3,8,2490,1993
483000,3,3,2440,15540,2,3,9,2440,1992
530000,3,1,920,20412,1,5,6,920,1950
250000,2,1,1030,8786,1,3,6,1030,1956
229950,5,3,2000,5885,1,3,7,1260,1994
884744,4,4,4210,9414,2,3,9,4210,2001
514000,3,2,1610,9964,1,3,7,1080,1977
532000,3,2,1910,35015,1,4,8,1430,1977
423000,4,3,2660,5539,2,3,8,2660,2004
420000,2,1,820,4025,1,5,6,820,1922
521000,3,2,1730,18250,1,3,8,1730,1988
577000,4,2,2360,7490,2,3,8,2360,1979
425000,3,1,970,8040,1,3,7,970,1956
495000,4,3,2460,4862,2,3,8,2460,2004
340000,3,3,2690,8577,2,3,9,2690,1987
499950,3,4,1820,1991,2,3,8,1430,2014
1218000,4,3,3470,4750,2,3,9,2370,2014
720000,4,3,3370,7634,1,5,8,2110,1977
249000,3,2,1700,8247,1,3,7,1010,1970
206135,3,1,1340,11070,1,4,7,1340,1978
300000,5,3,2000,9276,2,4,7,2000,1968
612000,6,3,3840,14040,2,3,8,2460,1949
1102030,5,3,3890,27311,2,3,10,3890,1950
230000,4,2,1220,9100,2,4,7,1220,1970
850000,3,1,2280,4600,1,3,8,1250,1936
355000,4,3,2770,7000,1,4,7,1940,1979
442000,4,3,2520,7253,2,3,9,2520,1990
399000,4,3,3060,5000,2,3,8,3060,2001
360000,4,3,2390,7115,2,3,9,2390,1999
390000,3,2,1320,7725,1,3,8,1320,1978
413000,5,3,2900,8711,1,3,8,1650,1977
190000,2,1,700,9500,1,3,6,700,1951
432900,3,3,2210,9226,2,3,8,2210,1998
621138,3,2,2180,7741,2,3,9,2180,1986
270000,3,2,2080,4252,2,3,7,1550,2003
610000,4,2,2090,35040,1,3,8,1490,1980
500000,3,2,1720,5525,1,5,7,960,1941
715000,4,2,2460,40635,1,5,8,2460,1968
264000,3,2,1470,14821,1,4,7,1470,1958
550000,3,2,1650,3200,2,3,8,1650,1901
337000,3,2,1690,9087,1,3,8,1690,1997
170000,3,1,970,8710,1,4,6,970,1962
405000,4,3,2030,9095,1,4,7,1130,1972
775000,4,3,2540,28563,1,3,10,2540,1984
425000,3,2,1570,7475,1,4,7,1200,1983
713000,5,3,2580,9242,2,4,8,1720,1967
555000,5,3,2090,8712,1,3,8,1420,1966
810000,4,3,3260,5608,2,3,9,3260,2003
1250000,4,4,3830,41263,2,4,11,3830,1990
819000,3,4,2130,6150,2,5,8,1530,1908
409900,3,3,1690,1200,2,3,8,1410,2013
935000,2,3,1780,2067,2,5,9,1780,1974
657500,4,2,1620,7560,1,4,7,1380,1947
900000,6,4,4210,6105,2,3,9,3280,2008
932800,5,3,2980,7095,3,3,9,2980,1998
391000,3,2,1490,9000,1,4,8,1490,1977
420000,4,3,2110,9825,2,3,8,2110,2000
1300000,6,4,6563,32670,2,3,10,5153,2002
415000,3,2,1510,16800,1,5,8,1510,1956
350000,3,2,1830,9425,1,3,8,1590,1946
375000,2,1,1230,1820,2,4,7,830,1948
860000,3,2,2180,14135,1,5,8,1300,1947
495000,4,2,2220,8872,1,4,8,1110,1961
250000,4,2,1730,8400,1,3,7,1730,1962
365000,4,2,1990,21312,1,4,8,1990,1968
503000,3,3,1540,6760,1,5,7,1210,1980
150000,2,1,1100,7200,1,4,6,1100,1944
450000,4,2,1640,1480,1,4,7,820,1912
355000,4,3,2590,7213,2,3,8,2590,2001
245000,3,2,1450,9333,2,4,7,1450,1972
265900,3,2,1180,7793,1,4,7,1180,1992
299000,4,3,1820,7575,1,3,7,1220,1975
957500,4,2,2360,11523,2,4,10,2360,1968
343000,3,1,1120,7250,1,4,7,1120,1972
307500,3,2,1646,7364,2,3,7,1646,1994
937500,5,4,4210,14599,2,3,10,4210,2004
610000,3,3,2480,45302,1,4,8,1620,1976
720000,3,2,1590,7080,1,3,8,1310,1952
610000,4,2,2130,2620,2,5,7,1650,1919
434500,3,2,1650,7965,1,4,7,1650,1967
602500,2,3,3090,47044,1,4,10,2250,1979
607010,4,3,2180,4000,2,3,8,1700,2002
610000,3,1,1800,5750,1,3,7,1040,1947
828500,4,3,3720,35000,2,3,10,3720,1983
199990,3,1,1100,8560,1,3,6,1100,1961
294000,3,2,1530,9362,1,3,7,1530,1987
789500,4,3,3010,6100,2,3,9,3010,2005
797000,3,4,3500,9473,2,3,10,3500,2008
539950,5,3,3100,5250,2,3,7,3100,2006
284950,4,2,2000,6778,1,4,7,1170,1962
776500,4,2,2290,10372,1,3,7,1510,1965
525000,4,3,2400,10070,1,3,7,1510,1967
303000,3,3,1850,4957,2,3,8,1850,1999
722080,3,3,3680,7650,2,3,9,2340,1988
140000,3,1,1060,7473,1,3,7,1060,1959
235000,3,1,1060,7473,1,3,7,1060,1959
440000,3,1,1610,5500,2,3,7,1610,1903
605000,3,2,2330,6000,2,4,7,1630,1940
380000,2,1,1210,4800,1,3,8,1060,1950
352000,4,1,1530,8890,1,3,7,980,1925
420000,4,2,2270,12000,1,4,7,1360,1979
1175000,4,2,2590,7220,2,4,10,2590,1930
1375000,3,2,1850,10572,1,4,8,1850,1953
300000,3,2,1500,14750,2,4,6,1500,1933
1150000,4,3,4740,49091,2,3,11,4740,1990
453500,2,2,1710,4189,1,5,7,1160,1951
443500,3,2,1920,7598,1,4,8,1920,1972
332000,2,1,1150,8138,1,3,7,1150,1954
655000,3,3,2320,4721,2,3,8,2320,2004
475000,4,1,1420,6000,2,3,7,1420,1950
372500,3,2,1550,12956,1,3,7,1210,1988
1050000,4,3,2920,7200,1,3,8,1470,1921
500000,3,2,1620,4200,1,5,7,830,1945
900000,6,3,2300,24773,2,4,9,2300,1950
327500,3,1,1070,7140,1,3,7,1070,1989
390000,3,2,1790,7123,1,3,7,1790,1913
451101,2,2,1510,1962,2,4,8,1510,1985
455000,4,1,1340,5800,2,3,7,1340,1914
650000,4,3,3350,46748,2,3,10,3350,2004
895000,3,3,2500,7746,2,4,10,1910,1993
800000,4,2,2350,10664,1,2,7,1510,1952
703770,4,2,2550,12918,2,3,9,2550,1987
249950,3,2,1320,10454,1,4,7,1320,1968
512000,2,2,1270,3881,1,4,6,610,1926
780000,5,3,3480,74052,1,4,8,1980,1972
336000,3,2,2820,11625,2,3,8,2820,1986
285000,3,2,2110,6900,2,5,6,1220,1955
229900,3,2,1100,7224,1,3,7,1100,1981
667500,4,3,1920,4000,2,4,8,1540,1931
378000,4,3,1890,12236,1,3,7,1230,1978
454000,3,3,2530,43733,2,3,8,1530,1991
537500,4,3,2550,4630,2,3,7,2550,2005
425000,3,1,1550,4160,2,4,6,1550,1926
290000,3,2,1760,6600,1,3,7,1760,1998
349500,3,2,1270,3600,1,3,7,1270,1963
370000,3,3,1250,1655,2,3,7,830,2006
549500,3,2,1620,8438,1,4,8,1620,1961
245000,2,1,710,6322,1,3,6,710,1942
208000,3,2,1070,7200,1,3,7,1070,1994
248000,4,2,2320,8760,1,4,8,1160,1966
610000,4,3,5450,37058,2,5,9,5450,1984
550000,4,3,1670,5116,2,3,8,1670,1999
750000,3,3,3010,206910,2,3,10,3010,2001
192000,2,2,1340,7380,1,3,6,1340,1940
169317,2,1,790,4000,1,3,7,790,1908
1198000,4,4,3400,3850,3,3,10,2790,2008
880000,2,1,1530,6350,2,4,7,1530,1923
210000,1,1,930,7129,1,3,6,930,1948
180500,3,2,1540,9800,1,3,7,1010,1973
540000,4,2,1990,29078,2,3,9,1990,1984
520000,3,2,2300,35722,1,3,9,2300,1984
177500,3,2,1220,6000,1,3,7,1220,1968
415000,3,2,2380,5650,1,4,8,1190,1956
495000,4,3,2020,7200,1,5,7,1010,1968
325000,3,2,1890,9646,1,3,8,1890,1966
440000,2,2,1330,4903,1,3,7,1330,1985
411000,3,2,1490,9844,1,4,7,1190,1959
810000,5,4,3550,9600,2,3,9,2550,1998
561750,5,2,2040,8996,1,4,7,1020,1962
835100,4,3,2380,12573,1,4,9,2380,1963
450000,3,2,1780,9969,1,3,8,1450,1985
238000,3,3,1650,2807,2,3,7,1650,2004
299000,3,1,1510,142803,1,3,7,1510,1974
570000,2,1,1100,6240,1,4,7,1100,1941
340000,3,2,2190,12626,2,4,8,2190,1978
450000,2,2,1760,2275,2,3,6,1040,1912
272750,4,2,1800,8786,1,3,7,1330,1966
520000,4,2,2000,6380,2,4,6,1860,1949
284950,3,1,990,10723,1,5,7,990,1960
255000,2,2,1480,9660,1,3,7,1480,1949
231500,2,1,1200,9488,1,5,7,1200,1941
415000,1,2,3000,204732,3,3,8,3000,1979
330000,4,3,3504,6000,2,3,7,3504,2006
365000,3,2,1300,12240,1,3,7,1300,1963
425000,4,2,1330,9188,2,3,7,1330,1928
400000,4,2,1850,6480,1,4,7,1120,1958
335000,4,3,2240,9701,2,3,9,2240,1989
342000,3,3,1260,1251,2,3,7,1040,2003
490000,8,5,2800,2580,2,3,8,1880,1997
331500,4,2,1820,14319,1,4,7,1820,1969
960000,3,3,1730,4102,3,3,8,1730,1996
720500,4,3,3350,35298,2,4,9,3350,1985
830000,3,3,3370,6550,2,4,8,2840,1912
662990,3,2,1240,3600,2,5,7,1240,1926
220000,4,2,2340,10507,2,4,6,2340,1959
349950,5,2,1880,4179,1,3,7,940,1952
550000,3,2,1810,2159,1,3,7,1010,1922
396000,3,2,2340,5668,1,4,6,1200,1941
635000,4,2,2820,4000,2,3,7,2820,1911
293000,3,1,1020,7650,1,3,7,1020,1940
339000,3,2,2090,10120,1,4,7,1290,1979
285000,4,2,1830,8734,2,4,7,1830,1991
775000,6,3,2980,5000,2,3,7,2480,1916
224000,4,2,1600,9289,1,4,7,1600,1959
2250000,4,4,4440,8125,2,5,10,3140,1922
165050,3,1,1200,8514,1,3,7,1200,1959
275000,3,1,1230,4500,2,4,7,1230,1913
445000,5,3,2930,5500,1,3,7,1750,1951
510000,3,2,2370,38639,1,3,8,1930,1978
1230000,4,3,3040,7000,2,3,9,3040,2001
390000,3,2,1610,13500,1,3,7,1060,1970
460000,3,2,2350,10450,1,3,8,1390,1977
700000,3,2,2000,14733,1,4,8,2000,1958
874150,4,4,3530,14406,2,3,10,2570,1987
470000,3,2,2220,9800,2,3,8,2220,1987
374000,3,2,2000,9416,1,4,6,2000,1961
510000,2,2,1210,131115,2,5,7,1210,1950
467000,2,3,1140,1181,3,3,8,1140,2007
576000,4,3,2440,28405,2,3,8,2440,2002
196440,3,2,1560,7352,1,3,6,1560,1992
825000,4,3,3210,18901,2,3,10,3210,1993
281000,2,1,930,2600,1,3,7,930,1981
326000,3,3,1782,1577,3,3,7,1782,2000
340000,3,2,1740,46580,1,4,7,1740,1980
440000,5,2,3690,36036,1,3,9,1890,1985
749000,4,3,2930,18199,2,3,9,2930,1998
340000,4,1,1230,8316,2,3,7,1230,1963
561000,3,2,2000,7000,2,3,7,2000,1916
270000,3,2,1520,7930,1,3,7,1160,1988
600000,2,1,1040,3600,1,4,7,1040,1919
219900,4,2,1120,5427,1,3,6,1120,1969
617000,3,2,3020,360241,2,3,8,3020,1992
469000,3,2,1820,8446,2,3,8,1820,1978
229000,3,1,1370,56628,1,3,7,1370,1942
1265000,4,3,3130,2646,3,5,9,2290,1906
365000,3,2,1640,8301,1,3,7,1290,1958
429000,4,3,2650,9301,2,3,9,2650,2001
550000,4,3,2850,6809,2,3,9,2850,2003
453000,3,3,1820,16300,1,4,7,1220,1955
187500,3,2,1180,7000,1,4,7,1180,1977
520500,6,3,1880,14350,1,5,7,1640,1955
300000,3,2,1280,12776,1,4,7,1280,1977
799000,4,3,3120,5000,2,3,9,2370,2005
338000,3,3,2470,4948,2,3,8,2470,2003
800000,3,1,1700,4400,2,4,8,1700,1906
360000,2,2,1180,3200,1,4,6,590,1945
442500,6,3,2800,10490,1,3,7,1400,1968
700000,4,1,1300,1651359,1,4,6,1300,1920
830000,5,3,3040,9601,1,5,9,1970,1968
360400,3,3,1630,11592,2,3,8,1630,1987
345000,3,1,1340,9339,1,5,7,1340,1960
300000,3,2,1830,51836,1,4,7,1430,1966
350000,3,1,1240,10800,1,5,7,1240,1959
368000,4,2,2500,36900,1,3,7,1540,1972
264000,3,2,1760,7482,1,4,8,1760,1966
435000,3,2,2660,16677,1,3,9,2210,1990
200000,3,2,2060,15837,2,3,6,2060,1903
620000,5,3,2540,3832,2,5,8,1760,1929
1679000,5,4,4830,11466,2,3,10,3720,2014
337000,3,2,1400,6000,1,4,7,700,1919
1928000,4,3,4280,20296,2,4,11,4280,1984
544500,4,3,2230,10414,1,5,7,1450,1974
252000,1,1,680,1638,1,1,6,680,1910
445000,4,3,2340,3784,2,3,8,2340,2008
379500,3,2,2070,14196,2,3,7,2070,1989
189950,4,2,1910,4225,1,4,6,910,1919
469000,3,1,950,4250,2,5,6,950,1948
600000,5,3,2910,53898,1,5,7,1510,1979
785000,3,3,2930,33981,2,3,9,2930,2000
372000,4,3,2610,8967,2,4,8,2610,1990
445000,5,3,3880,7180,2,3,7,3880,2004
508000,4,2,3320,53392,2,4,8,2000,1986
780000,5,2,1940,4800,2,3,8,1940,1905
541100,4,2,2510,9800,2,3,9,2510,1978
729000,4,3,2660,5608,2,3,9,2660,2003
397000,3,2,1710,134489,1,5,7,1710,1952
451555,2,1,1320,4520,1,3,6,1320,1912
300000,2,1,960,8153,1,3,6,960,1947
416000,3,3,1790,11542,1,5,7,1190,1969
490000,2,1,950,3060,1,3,6,810,1925
480000,6,4,2940,5054,2,3,7,2940,1942
368000,2,2,930,1662,1,3,7,670,2002
1038000,3,3,4570,10615,2,3,12,4570,1991
545000,3,3,2370,9000,1,4,8,1570,1952
850000,5,3,3430,15119,2,3,10,3430,1998
550000,4,4,3540,4750,2,3,10,3540,2003
600000,3,2,2240,9314,2,3,9,2240,1984
535000,4,3,2710,12138,1,3,8,1700,1968
599950,3,3,2660,4975,2,3,8,2660,2014
531000,5,3,2540,5022,1,4,8,1540,1955
530000,4,2,2210,7665,2,4,8,2210,1968
597326,4,4,3570,8250,2,3,10,2860,2015
805000,4,3,3450,33460,2,3,9,3450,1997
390000,4,2,2330,8364,1,4,8,2330,1968
487250,4,2,1690,3250,2,3,7,1550,1901
301000,3,2,1030,8414,1,4,7,1030,1967
1175000,5,3,2560,5618,2,3,8,2220,1923
299000,4,3,1950,3000,2,3,7,1950,2002
2350000,4,2,4370,22863,3,4,10,3670,1907
400000,4,3,2350,3904,3,3,7,2350,1999
467500,4,3,3160,7210,1,4,7,1880,1969
305000,4,3,2430,9103,2,3,8,2430,1990
210000,3,1,1340,306848,1,3,5,1340,1953
300000,3,1,1010,10168,1,3,6,1010,1979
327500,3,2,1770,8755,1,3,8,1330,1981
269000,3,2,1210,7136,1,3,7,1210,2003
975000,4,3,3330,17533,1,3,9,1750,1969
355000,3,1,1240,5400,1,4,7,1060,1940
712000,3,1,1250,4620,2,4,7,1150,1900
883000,4,3,2960,41656,2,3,10,2960,1985
190000,2,1,840,12252,1,3,6,840,1994
443000,3,2,1530,8028,1,3,7,1200,1967
920000,4,3,3750,11025,2,3,10,3750,1976
285000,4,2,2150,8250,1,4,7,1240,1978
901000,4,3,1560,4080,1,3,7,1560,1916
552500,3,2,2040,5775,1,3,7,1410,1958
256000,2,1,860,5000,1,3,6,860,1915
341000,3,2,1720,7119,2,4,7,1720,1952
279000,4,2,2090,8941,2,3,7,2090,1975
686000,4,2,2130,10650,2,4,8,2130,1977
225000,2,1,1300,11867,2,4,6,1300,1975
215500,2,2,1220,15600,1,3,6,1220,1972
950000,4,3,2420,4800,2,3,7,1520,1919
503000,4,3,2940,156988,2,3,9,1870,1996
780000,3,3,2610,7567,2,3,9,2610,1997
212000,4,2,1880,7500,1,5,6,980,1946
580000,4,3,2330,6703,2,3,7,1710,1983
465000,4,3,2200,3141,2,3,7,2060,1994
206000,4,2,1720,7560,1,3,7,1720,1959
615000,3,3,2250,10171,2,3,9,2250,1987
519000,4,1,1640,6305,2,5,6,1640,1907
1135000,4,3,4130,11444,2,3,11,4130,2001
330000,5,3,2600,3839,2,3,7,2600,2005
240000,4,2,1920,7973,1,3,8,1920,1955
574000,3,2,2060,7000,1,4,9,2060,1988
930000,4,4,5710,24663,2,3,11,5710,2007
850000,4,3,2720,183823,2,3,8,2720,1975
415000,3,2,1490,7275,1,3,7,1090,1974
480000,3,3,2360,9005,1,5,7,1340,1929
300000,5,1,1940,8875,1,3,7,1940,1957
439000,4,2,2570,9503,2,3,8,2570,1980
450000,3,1,1160,36831,1,3,7,1160,1938
589000,3,3,2660,206480,1,3,8,2660,1989
477000,3,2,1260,3000,2,3,7,1260,2003
587500,4,2,1780,6120,1,3,8,1310,1951
1315000,4,2,3180,6105,2,3,10,3180,1905
1430000,4,3,3380,27589,2,3,10,3380,1966
700000,4,2,2690,15000,2,3,9,1890,1978
275000,2,1,1180,6552,1,4,6,1180,1949
367500,3,1,1660,11783,1,4,7,1160,1978
453250,4,3,2260,6300,2,3,7,2260,2001
607000,5,2,1910,5428,1,3,8,1390,1954
255000,4,2,2430,8960,1,3,7,1430,1960
501000,2,2,1300,2500,1,4,7,770,1926
450000,3,1,1060,4650,1,3,7,910,1950
360000,3,2,2200,8000,2,3,8,2200,1981
